help	exploited_by	abandon, turn_against,take_aim_at
resent	are_intimidated_by	are_silenced_by
satirize	are_sued_by	are_silenced_by
support	*intimidate_with, *spread_lies_about	are_disgusted_by
support	*intimidate_with, *spread_lies_about	are_shocked_by
sweat_for	are_underappreciated_by	are_underpaid_by
sweat_for	are_exploited_by	are_underappreciated_by
sweat_for	are_exploited_by	are_mistreated_by
sweat_for	are_exploited_by	are_abused_by
sweat_for	are_underpaid_by	are_exploited_by
vote_for	*lie_to, are_failed_by	are_disillusioned_by
vote_for	*take_advantage_of	are_exploited_by
vote_for	are_failed_by	are_deceived_by
spy_on	*grow_suspicious_of	are_discovered_by
track_down	*resist	are_attacked_by
are_attacked_by	*are_overwhelmed_by	capture
capture	*entice	are_seduced_by
capture	*appeal_to	are_bought_off_by
marry	argue_with	are_beaten_by
are_beaten_by	stand_up_to	cast_off
imitate	fail_to_impress, *are_unimpressed_by	are_heckled_by
rise_against	fail_to_impress, *are_unimpressed_by	are_mocked_by
rise_against	underestimate	are_deceived_by
rise_against	*spy_on, *watch_over, *monitor	are_tricked_by
educate	*compete_with, *resent	are_lectured_by
fight_against	are_overwhelmed_by	are_overrun_by
marry	*compete_with	are_upstaged_by
divorce	are_missed_by	are_stalked_by
divorce	pine_for	are_haunted_by
let_in	grow_suspicious_of	are_exploited_by
let_in	*lie_to	are_cheated_by
play_against	are_overwhelmed_by	are_defeated_by
hire	*compete_with, *resent, lose_control_over	are_upstaged_by
enlist	*compete_with, *disobey, lose_control_over	are_upstaged_by
sacrifice	lose_control_over, *lose_faith_in	are_upstaged_by
snatch	fall_in_love_with, *entice	are_seduced_by
speak_through	*translate_for	are_tricked_by
speak_through	*translate_for	are_manipulated_by
speak_through	lie_for	are_blackmailed_by
supervise	lose_control_over	are_usurped_by
supervise	lose_control_over	are_overthrown_by
supervise	fall_in_love_with, *entice	are_seduced_by
supervise	lie_for	are_blackmailed_by
talk_through	*translate_for	are_misrepresented_by
talk_through	*mimic, are_impersonated_by	are_mistaken_for
cheat_with	lose_interest_in, argue_with	are_bored_by
are_stalked_by	*accuse	seek_forgiveness_from
cheat_with	fail_to_impress, *are_unimpressed_by	are_lectured_by
supply	*are_failed_by, disappoint	are_underpaid_by
coerce	*resent	are_deceived_by
coerce	*resent	are_resisted_by
take_as_prisoner	*appeal_to	are_moved_by
take_as_prisoner	*resent	are_disobeyed_by
commit_to	*are_failed_by, disappoint	are_rebuffed_by
commit_to	*are_failed_by, disappoint	are_rejected_by
commit_to	*are_disgusted_by	are_ignored_by
commit_to	are_underappreciated_by	are_betrayed_by
compete_against	*fear	are_bought_off_by
compete_against	*lose_to, *surrender_to	are_unimpressed_by
compete_against	*lose_to, *surrender_to	are_bored_by
enlist	lose_control_over	are_misrepresented_by
compete_with	are_disrespected_by, anger	are_insulted_by
flirt_with	fail_to_impress, *are_unimpressed_by	are_ignored_by
command	lose_control_over, are_disobeyed_by, are_failed_by	are_driven_mad_by
condemn	*appeal_to	sympathize_with
condemn	*stand_up_to	are_mocked_by
condemn	*appeal_to	are_moved_by
pray_with	*spread_lies_about	are_disgusted_by
pray_with	*spread_lies_about	are_shocked_by
worship_with	*spread_lies_about	are_disgusted_by
worship_with	*spread_lies_about	are_shocked_by
advise	condescend_to	are_disrespected_by
advise	are_ignored_by	are_underpaid_by
advise	*are_failed_by, disappoint, coerce	are_spurned_by
attract	*are_pitied_by	are_disgusted_by
attract	*lie_to	are_shocked_by
entertain	fail_to_impress, *are_unimpressed_by	are_heckled_by
lecture_to	*tune_out, *are_bored_by	are_ignored_by
pander_to	*condescend_to	are_underappreciated_by
play_for	*compete_with	are_underpaid_by
reach_out_to	*are_ignored_by	are_disgusted_by
rule_over	lose_control_over	are_resisted_by
rule_over	*cater_to, *indulge, *pander_to, are_spoiled_by	are_bored_by
sell_to	fail_to_deliver_for, *are_failed_by	are_disrespected_by
sell_to	*are_refused_payment_by, *withhold_payment_from	are_underappreciated_by
speak_to	*preach_to, *lecture_to, are_heckled_by, are_booed_by, are_ignored_by	are_bored_by
talk_to	are_disrespected_by	are_deceived_by
talk_to	*preach_to, *lecture_to	are_bored_by
tip	condescend_to	are_disrespected_by
woo	disgust	are_rebuffed_by
confer_with	*take_advantage_of	are_cheated_by
lose_faith_in	*become_dependent_upon, *rely_on, fear	are_bought_off_by
confer_with	*lie_to	are_manipulated_by
lose_faith_in	*become_dependent_upon, *rely_on, fear	are_blackmailed_by
confer_with	are_disrespected_by	are_deceived_by
testify_for	grow_suspicious_of, *intimidate	are_disgusted_by
consult	*are_pitied_by	are_lectured_by
obey	*coerce	are_disgusted_by
obey	*coerce	are_deceived_by
are_lectured_by	*lead_astray	lose_faith_in
consult	*preach_to, *lecture_to	are_bored_by
obey	are_underappreciated_by	are_underpaid_by
obey	*coerce	are_exploited_by
are_attacked_by	defeat	supplant
are_respected_by	take_advantage_of	manipulate
counsel	*are_bored_by, *tune_out	are_ignored_by
counsel	lie_to, *grow_suspicious_of	are_distrusted_by
instruct	*tune_out, *are_bored_by	are_disappointed_by
criticize	*fear	are_silenced_by
criticize	*spy_on, *watch_over, *monitor	are_blackmailed_by
criticize	*fear, *harden_toward	are_threatened_by
sue	are_attracted_by	are_seduced_by
sue	*appeal_to	are_moved_by
review	*lie_to, *flatter	are_unimpressed_by
review	*fail_to_impress	are_bored_by
operate_on	*are_disrespected_by, *lose_faith_in	are_feared_by
are_worshipped_by	take_advantage_of	lead_astray
assist	are_underappreciated_by	are_underpaid_by
curry_favor_with	*are_failed_by, disappoint	are_humiliated_by
rely_on	*compete_with	are_betrayed_by
curse	*laugh_at	are_ignored_by
rely_on	*are_pushed_too_far_by	are_abandoned_by
answer	*disagree_with	are_contradicted_by
debate	are_contradicted_by	are_misrepresented_by
debate	*fail_to_impress, *agree_with	are_bored_by
deliver_to	anger, are_graded_by	are_insulted_by
fight	condescend_to	are_underestimated_by
suppress	*stand_up_to	are_resisted_by
are_resisted_by	*anger	defeat
repay	anger	are_lectured_by
are_informed_by	*distrust	are_deceived_by
debrief	*distrust, *resent	are_deceived_by
examine	*resent	are_deceived_by
study	*fail_to_impress	are_disillusioned_by
support	are_underappreciated_by	are_betrayed_by
deploy	*are_failed_by	are_disappointed_by
deploy	*are_failed_by	are_unimpressed_by
build_for	are_underpaid_by	are_exploited_by
favor	*are_funded_by	are_exploited_by
favor	lend_to, *are_funded_by	are_cheated_by
devour	disfigure, *are_disfigured_by	are_sickened_by
follow	*take_advantage_of	are_brainwashed_by
learn_from	are_molded_by	are_brainwashed_by
design_for	fail_to_impress, *are_unimpressed_by	are_lectured_by
disagree_with	are_contradicted_by	are_misrepresented_by
disagree_with	listen_to	are_persuaded_by
disagree_with	are_contradicted_by	are_silenced_by
obey	are_pushed_too_far_by	are_disillusioned_by
disagree_with	are_misrepresented_by	are_deceived_by
are_forgiven_by	spread_lies_about	disappoint
govern_for	*control, *bully	are_pushed_too_far_by
are_inspired_by	mimic, copy, imitate	disappoint
serve	are_underpaid_by, are_disrespected_by, *bully	are_pushed_too_far_by
work_for	are_underpaid_by, are_disrespected_by, *bully	are_pushed_too_far_by
beautify	disfigure, *are_disfigured_by	are_sued_by
enhance	disfigure, *are_disfigured_by, embarrass, fool	are_disrespected_by
style_for	embarrass, fool	are_insulted_by
style_for	embarrass, fool	are_humiliated_by
treat	are_underappreciated_by	are_insulted_by
treat	are_underappreciated_by	are_disrespected_by
appoint	*compete_with	are_upstaged_by
dismiss	*resent, brief_against	are_scolded_by
dismiss	*resent, brief_against	are_sued_by
dismiss	*resent, brief_against	are_chastised_by
dispatch	lose_control_over, 	are_misrepresented_by
recruit	lose_control_over	are_deceived_by
recruit	are_disrespected_by	are_exploited_by
recruit	are_disrespected_by	are_unimpressed_with
live_with	are_driven_mad_by, *anger	are_disgusted_by
live_with	are_frustrated_by	are_pushed_too_far_by
marry	*cheat_on, *lose_interest_in, *are_bored_by	are_deceived_by
provide_for	*take_advantage_of	are_exploited_by
provide_for	are_disrespected_by	are_pushed_too_far_by
provide_for	*resent	are_underappreciated_by
attract	lose_interest_in	are_bored_by
dump	*pine_for, are_missed_by	are_stalked_by
are_pursued_by	are_driven_mad_by, *anger	stand_up_to
consort_with	*take_advantage_of	are_exploited_by
consort_with	*take_advantage_of	are_cheated_by
finance	*refuse_to_pay	are_cheated_by
finance	*take_advantage_of	are_deceived_by
finance	*resent, *refuse_to_pay	are_disrespected_by
seduce	*fall_in_love_with	are_bored_by
train	*compete_with	are_upstaged_by
train	*compete_with	are_disrespected_by
train	*resent	are_underappreciated_by
cater_to	*take_advantage_of	are_exploited_by
educate	*interrogate	are_driven_mad_by
educate	*tune_out	are_disrespected_by
host	condescend_to, starve	are_insulted_by
navigate_for	*are_failed_by, *harass	are_disrespected_by
navigate_for	*harass	are_pushed_too_far_by
receive	condescend_to, starve	are_disrespected_by
receive	condescend_to, starve	are_lectured_by
receive	condescend_to, starve	are_chastised_by
receive	condescend_to, starve	are_insulted_by
rule	are_disrespected_by, *hate, *resent	are_resisted_by
enslave	are_attracted_by	are_seduced_by
enslave	*are_whipped_by, harass, torment	are_disrespected_by
enslave	are_attracted_by, *appeal_to	are_moved_by
are_resisted_by	take_as_prisoner	enslave
lecture_to	*interrogate	are_impressed_by
encourage	*fall_in_love_with	are_stalked_by
seek	*hide_from, *flee_from, *avoid, *run_away_from	are_ignored_by
kiss_up_to	*intimidate_with	are_feared_by
stand_up_to	taunt	are_attacked_by
interview	*lie_to, *intimidate, *threaten	are_disillusioned_by
accommodate	*steal_from	are_deceived_by
rent_to	*refuse_to_pay	are_exploited_by
rent_to	*refuse_to_pay	are_cheated_by
rent_to	*take_advantage_of	are_underpaid_by
rent_to	*steal_from	are_pushed_too_far_by
baptise	*lose_faith_in	are_disappointed_by
govern_via	lose_control_over	are_misrepresented_by
model_for	*harass, *bully	are_pushed_too_far_by
fail_to_deliver_for	seek_sympathy_from	are_forgiven_by
model_for	*harass, *bully	are_overworked_by
protect	are_pushed_too_far_by	are_underappreciated_by
protect	are_underappreciated_by	are_pushed_too_far_by
protect	are_underappreciated_by	are_underpaid_by
report_to	are_disrespected_by, *condescend_to	are_underpaid_by
report_to	are_disrespected_by, *condescend_to	are_underappreciated_by
represent	are_disrespected_by, *condescend_to	are_underpaid_by
represent	are_disrespected_by, *condescend_to	are_underappreciated_by
supply	*cheat, *defraud, *refuse_to_pay	are_deceived_by
wait_on	are_driven_mad_by, *bully	are_pushed_too_far_by
are_trusted_by	disappoint	fail_to_deliver_for
hunt	*fool, *avoid	are_eluded_by
are_eluded_by	*anger, resent	track_down
watch_over	grow_suspicious_of	are_shocked_by
watch_over	grow_suspicious_of	are_unimpressed_by
watch_over	grow_suspicious_of	are_disgusted_by
pursue	*fool, *avoid	are_eluded_by
avoid	anger, *resent	are_pursued_by
detain	*appeal_to	are_moved_by
detain	are_attracted_by, *appeal_to	are_seduced_by
guard	are_attracted_by, *appeal_to	are_seduced_by
guard	*preach_to	are_inspired_by
kidnap	are_attracted_by, *appeal_to	are_seduced_by
rank	owe_to	are_bought_off_by
rank	are_attracted_by, *appeal_to	are_seduced_by
decapitate	*are_missed_by	are_haunted_by
cast_out	feel_sorry_for, *are_missed_by	are_concerned_about
are_feared_by	*appeal_to	feel_sorry_for
fight_for	are_underestimated_by	are_disrespected_by
fight_against	underestimate	are_tricked_by
fight_against	are_overwhelmed_by	are_defeated_by
fight_against	*surrender_to, *fail_to_impress, are_unimpressed_by	are_bored_by
fight_against	underestimate	are_deceived_by
fight_against	*appeal_to	are_moved_by
fight_against	feel_sorry_for	are_bought_off_by
fight_against	underestimate, are_overwhelmed_by	are_beaten_by
fight_against	*spy_on	are_blackmailed_by
fight_with	are_disrespected_by, *hate, *resent	are_insulted_by
fight_with	condescend_to	are_disrespected_by
fight_against	*fear	are_unimpressed_by
find	*confess_to	are_disgusted_by
find	*confess_to	are_bored_by
act_via	*misrepresent	are_deceived_by
act_via	*are_whipped_by, bully, *are_controlled_by	are_disrespected_by
act_via	are_failed_by	are_unimpressed_with
communicate_through	*resent, *compete_with	are_misrepresented_by
communicate_via	*resent, *compete_with	are_misrepresented_by
delegate_to	are_failed_by	are_disappointed_by
delegate_to	*compete_with	are_upstaged_by
hire	are_failed_by	are_disillusioned_by
hire	lose_control_over	are_exploited_by
hire	*take_advantage_of	are_deceived_by
speak_through	*resent, *compete_with	are_misrepresented_by
encourage	*compete_with, are_upstaged_by	are_supplanted_by
encourage	*compete_with	are_upstaged_by
entertain	fail_to_impress, *are_unimpressed_by	are_ignored_by
love	*are_bored_by, *lose_interest_in, abuse	are_betrayed_by
love	*are_bored_by, *lose_interest_in, abuse	are_cheated_by
leave_behind	are_missed_by, *pine_for	are_remembered_by
accuse	anger	are_threatened_by
seek_advice_from	*preach_to	are_humiliated_by
communicate_with	*condescend_to, are_judged_by	are_disrespected_by
communicate_with	fail_to_impress, *are_unimpressed_by, offend, *are_judged_by	are_insulted_by
communicate_with	*are_judged_by	are_driven_mad_by
dress	*compete_with	are_upstaged_by
manage	are_judged_by	are_disrespected_by
pamper	are_judged_by	are_betrayed_by
photograph	*are_frustrated_by, anger	are_attacked_by
photograph	*are_frustrated_by, anger	are_bitten_by
pitch_at	*taunt	are_insulted_by
sire	*are_judged_by	are_unimpressed_by
summon	are_ignored_by	are_disobeyed_by
summon	are_disobeyed_by	are_ignored_by
are_trusted_by	take_advantage_of, cheat_on	humiliate
apprehend	*appeal_to	are_moved_by
apprehend	listen_to, *welcome	are_inspired_by
persecute	*forgive, are_forgiven_by	are_moved_by
pick_on	*forgive, are_forgiven_by	are_moved_by
torment	*forgive, are_forgiven_by	are_moved_by
overthrow	*negotiate_with, seek_advice_from, are_advised_by, *advise	are_corrupted_by
sign_with	are_underpaid_by	are_exploited_by
sign_with	are_exploited_by	are_underpaid_by
supplant	*negotiate_with, seek_advice_from, are_advised_by, *advise	are_inspired_by
sign_with	are_underpaid_by	are_cheated_by
unleash	*fear, *resent, anger	are_bitten_by
are_despised_by	minister_to	indoctrinate
teach	bully, *are_pushed_too_far_by	are_feared_by
question	*are_probed_by	are_deceived_by
interrogate	*are_probed_by	are_feared_by
interrogate	disrespect	are_ignored_by
interrogate	*are_probed_by, disrespect	are_resisted_by
are_informed_by	*confess_to, *confide_in	testify_against
interrogate	threaten, intimidate, *are_probed_by	are_disrespected_by
round_up	stand_up_to	are_resisted_by
interrogate	*are_probed_by	are_deceived_by
threaten	stand_up_to	are_ignored_by
seek	*reach_out_to	are_disgusted_by
seek	*reach_out_to	are_shocked_by
abet	distrust	are_betrayed_by
command	bully, harass, *are_pushed_too_far_by	are_disobeyed_by
command	bully, harass, *are_pushed_too_far_by	are_betrayed_by
conspire_with	confide_in, share_stories_with	are_blackmailed_by
deal_with	*lie_to	are_cheated_by
detain	abuse, molest	are_attacked_by
experiment_on	hurt	are_bitten_by
experiment_on	*fail_to_deliver_for, lose_interest_in	are_bored_by
intimidate_with	*resent, *are_pushed_too_far_by, *are_disgusted_by	are_betrayed_by
mate_with	*cheat_on	are_betrayed_by
mate_with	*cheat_on	are_abandoned_by
pick_up	are_tricked_by	are_robbed_by
target	reach_out_to	are_ignored_by
tend	are_disrespected_by	are_bitten_by
worship	are_probed_by	are_flattered_by
worship	*flirt_with	are_seduced_by
vote_for	fall_in_love_with, appeal_to	are_spurned_by
vote_for	*fail_to_reward	are_disappointed_by
date	are_hurt_by	are_disappointed_by
date	are_disgusted_by	are_unimpressed_by
date	*compete_with	are_upstaged_by
date	lose_interest_in, *confide_in, *fall_in_love_with	are_bored_by
work_for	fail_to_impress, *are_unimpressed_by	are_ignored_by
work_for	steal_from, are_judged_by, fail_to_impress, *grow_suspicious_of	are_distrusted_by
catch	*minister_to, *appeal_to, listen_to	are_moved_by
flee_from	are_missed_by, *pine_for	are_tracked_by
write_for	fail_to_impress, *are_unimpressed_by, offend, *are_judged_by, are_underappreciated_by	are_underpaid_by
write_for	offend, write_about	are_disgusted_by
write_for	are_underpaid_by	are_underappreciated_by
write_for	fail_to_impress, *are_unimpressed_by, offend, *are_judged_by, are_underappreciated_by	are_disrespected_by
give_birth_to	resent, fear, abuse	are_bitten_by
let_go_of	*are_missed_by	are_haunted_by
search_for	*hide_from, *avoid	are_eluded_by
give_birth_to	abuse, molest, dislike, *resent	are_abandoned_by
welcome	grow_suspicious_of	are_deceived_by
let_in	offend, condescend_to	are_disrespected_by
let_in	offend, anger, condescend_to	are_insulted_by
let_in	anger, condescend_to	are_offended_by
are_favored_by	compete_with	spy_on
lick_up_to	compete_with	are_feared_by
study	stalk, copy, imitate, compete_with	are_disrespected_by
study	stalk, copy, imitate, compete_with	are_distrusted_by
are_concerned_about	alienate	lie_to
report_to	are_judged_by	are_disrespected_by
take_messages_for	misrepresent, lie_to	are_disrespected_by
take_messages_for	*fail_to_reward, are_distrusted_by	are_underappreciated_by
take_messages_for	are_underappreciated_by	are_underpaid_by
follow	*disappoint, *preach_to, sacrifice	are_unimpressed_with
follow	*fail_to_impress, lose_interest_in	are_bored_by
tower_over	*rise_against , *stand_up_to	are_toppled_by
dispatch	fail_to_deliver_for	are_forgotten_by
indulge	*become_dependent_upon, *rely_on	are_exploited_by
manage	*flirt_with, confide_in	are_seduced_by
send	are_misrepresented_by	are_upstaged_by
send	*lie_for, *are_underpaid_by	are_misrepresented_by
spoil	*become_dependent_upon, *rely_on	are_exploited_by
advise	*confess_to	are_disgusted_by
advise	*confess_to	are_shocked_by
advocate_for	grow_suspicious_of	are_deceived_by
advocate_for	identify_with	are_exploited_by
advocate_for	*confess_to	are_disgusted_by
advocate_for	*confess_to	are_shocked_by
appeal_to	*resent, *dislike	are_rebuffed_by
pray_to	fail_to_impress, *are_unimpressed_by	are_ignored_by
reward	*become_dependent_upon, *rely_on, are_underappreciated_by	are_disrespected_by
reward	*become_dependent_upon, *rely_on	are_underappreciated_by
serve	*bully, *harass, are_underpaid_by	are_disillusioned_by
serve	*bully, *harass	are_disgusted_by
support	*take_advantage_of	are_underappreciated_by
support	*become_dependent_upon, *rely_on	are_pushed_too_far_by
worship	confess_to, are_judged_by	are_disrespected_by
worship	are_judged_by	are_unimpressed_with
obtain_sympathy_from	lie_to, *are_deceived_by	manipulate
evaluate_with	harass, bully, intimidate_with	are_feared_by
are_welcomed_by	curry_favor_with	manipulate
serve	*become_dependent_upon, *rely_on	are_underestimated_by
reject	anger	are_blackmailed_by
act_for	*take_advantage_of, are_disrespected_by	are_underpaid_by
ask_questions_for	identify_with, are_mistaken_for	are_exploited_by
speak_for	lie_for	are_disrespected_by
speak_for	are_disrespected_by	are_underpaid_by
speak_for	lie_for	are_underappreciated_by
negotiate_with	bully, *are_pushed_too_far_by	are_resisted_by
struggle_against	negotiate_with, appeal_to	are_rebuffed_by
interview	confide_in	are_blackmailed_by
nominate	*fail_to_deliver_for, *fail_to_impress, *disappoint, *fail_to_reward	are_disillusioned_by
nominate	*fail_to_deliver_for, *fail_to_impress, *fail_to_reward	are_disappointed_by
interview	*lie_to, identify_with	are_manipulated_by
obey	lie_for, kill_for	are_pushed_too_far_by
obey	*fail_to_reward	are_cheated_by
struggle_against	*laugh_at, *taunt	are_underestimated_by
preach_to	*are_judged_by, humiliate	are_disrespected_by
reach_out_to	are_judged_by	are_rebuffed_by
reach_out_to	*resent, *dislike, *grow_suspicious_of	are_resisted_by
satirize	*fear, *are_offended_by, *threaten	are_bought_off_by
speak_to	argue_with	are_rebuffed_by
undermine	*spy_on	are_blackmailed_by
undermine	*fear, *threaten	are_bought_off_by
cast_out	*are_missed_by	are_haunted_by
evaluate	criticize, *are_judged_by	are_bought_off_by
evaluate	confide_in	are_blackmailed_by
cross_examine	embarrass	are_deceived_by
coach	bully, taunt, harass, *are_whipped_by	are_disrespected_by
command	bully, taunt, harass, *are_whipped_by	are_disrespected_by
interview	interrogate, *are_probed_by	are_feared_by
hire	*are_underpaid_by, fail_to_reward	are_cheated_by
hire	*are_underpaid_by, fail_to_reward, *are_overworked_by	are_disrespected_by
hire	*are_overworked_by	are_disobeyed_by
hire	bully, taunt, harass	are_unimpressed_by
rent_from	refuse_to_pay	are_abused_by
rent_from	refuse_to_pay	are_mistreated_by
rent_from	*take_advantage_of	are_cheated_by
apprehend	listen_to	are_begged_by
arrest	listen_to, feel_sorry_for	are_moved_by
experiment_on	*appeal_to	are_entertained_by
experiment_on	listen_to, feel_sorry_for	are_moved_by
guard	trust	are_tricked_by
take_as_prisoner	feel_sorry_for	are_bought_off_by
rob	are_forgiven_by	are_moved_by
work_for	*fail_to_reward	are_cheated_by
work_for	*fail_to_reward	are_deceived_by
work_for	are_overworked_by	are_disrespected_by
work_for	are_judged_by	are_underpaid_by
work_with	*compete_with, *resent	are_cheated_by
work_with	*compete_with, *resent	are_deceived_by
work_with	*compete_with, *resent	are_disrespected_by
serve	fail_to_impress, *are_unimpressed_by	are_abused_by
serve	are_overworked_by	are_exploited_by
serve	*become_dependent_upon, *rely_on	are_mistreated_by
serve	are_overworked_by	are_underpaid_by
serve	are_overworked_by	are_underappreciated_by
run_against	*campaign_against	are_heckled_by
vote_for	*fail_to_deliver_for, *disappoint, *lie_to	are_unimpressed_by
are_hired_by	are_overworked_by	are_exploited_by
accompany	*become_dependent_upon, *rely_on, are_underappreciated_by	are_exploited_by
are_hired_by	are_overworked_by, are_judged_by	are_disrespected_by
accompany	*are_bored_by	are_disrespected_by
are_hired_by	are_overworked_by	are_pushed_too_far_by
accompany	*become_dependent_upon, *rely_on, are_underappreciated_by	are_pushed_too_far_by
visit	*offend	are_disgusted_by
visit	*offend	are_shocked_by
visit	argue_with	are_threatened_by
govern	*campaign_against	are_toppled_by
love	*turn_against	are_overwhelmed_by
pick_on	*stand_up_to	are_lectured_by
torment	*stand_up_to	are_bitten_by
visit	*lecture_to, *preach_to, *confide_in	are_bored_by
report_to	lie_to	are_abused_by
handle	*fail_to_reward, *fail_to_deliver_for	are_disappointed_by
seek_advice_from	*preach_to, *lecture_to, *condescend_to	are_bored_by
assassinate	*are_missed_by, are_arrested_for_killing	are_haunted_by
worship	become_dependent_upon, fall_in_love_with	are_ignored_by
interact_with	offend, anger, condescend_to	are_insulted_by
interact_with	distrust	are_deceived_by
interact_with	are_deceived_by, *lie_to	are_disrespected_by
sing_with	*compete_with, *resent, are_disrespected_by	are_upstaged_by
sing_with	*resent, are_underappreciated_by	are_underpaid_by
sing_with	*resent, fail_to_impress	are_underappreciated_by
assist	*flirt_with, are_attracted_by	are_seduced_by
prey_on	are_reported_by	are_rebuffed_by
prey_on	are_reported_by	are_resisted_by
distrust	*rely_on	are_bought_off_by
appoint	*fail_to_deliver_for, *fail_to_impress, *spread_lies_about, *brief_against	are_unimpressed_by
appoint	manipulate, exploit, lie_to	are_distrusted_by
appoint	*fail_to_deliver_for, *fail_to_impress	are_concerned_about
hire	*fail_to_deliver_for, *fail_to_impress	are_concerned_about
monitor	*kill_for, *brief_against, *spread_lies_about	are_disgusted_by
monitor	*kill_for, *brief_against, *spread_lies_about	are_shocked_by
rebel_against	underestimate, are_overwhelmed_by	are_suppressed_by
are_bullied_by	*underestimate	are_pushed_too_far_by
care_for	*resent	are_deceived_by
attend_to	are_underappreciated_by	are_underpaid_by
buy_from	*withhold_payment_from, *are_probed_by	are_exploited_by
buy_from	*withhold_payment_from, *are_probed_by	are_cheated_by
cater_to	are_underappreciated_by	are_underpaid_by
cook_for	are_underappreciated_by	are_underpaid_by
cook_for	are_underappreciated_by	are_mistreated_by
farm_for	are_underappreciated_by, are_underpaid_by	are_cheated_by
lease_from	*take_advantage_of	are_deceived_by
pay	*fail_to_deliver_for, *take_advantage_of, *are_probed_by	are_cheated_by
work_for	*rely_on	are_underappreciated_by
consult_with	*compete_with, *are_probed_by	are_deceived_by
fund	*fail_to_deliver_for, *fail_to_reward, are_deceived_by	are_disillusioned_by
fund	*fail_to_deliver_for, *fail_to_reward, are_deceived_by	are_exploited_by
fund	*fail_to_deliver_for, *fail_to_reward	are_deceived_by
guarantee	*take_advantage_of, *lie_to, *are_probed_by	are_exploited_by
sell_through	*withhold_payment_from, *are_probed_by	are_cheated_by
sell_to	*withhold_payment_from, *are_probed_by	are_cheated_by
sell_to	*owe_to	are_underpaid_by
trust	*take_advantage_of, *lie_to	are_exploited_by
attract	*are_spurned_by	are_bitten_by
hurt	beg_forgiveness_from	are_forgiven_by
conspire_with	*take_advantage_of, *lie_to, *are_probed_by	are_cheated_by
inform	*distrust, are_disrespected_by	are_misrepresented_by
popularize	*bully, *harass, are_underpaid_by, are_hardened_by, harden_toward, *are_probed_by	are_disgusted_by
propagandize_for	*confess_to, are_hardened_by, harden_toward	are_disgusted_by
work_with	are_hardened_by, harden_toward, are_probed_by	are_disgusted_by
work_with	are_hardened_by, harden_toward, are_probed_by	are_shocked_by
topple	*accuse	are_arrested_for_hurting
consult_with	*preach_to, *lecture_to, *condescend_to	are_bored_by
consult_with	are_hindered_by, are_probed_by	are_unimpressed_by
interview	interrogate, *are_probed_by	are_deceived_by
trust	are_probed_by	are_cheated_by
talk_to	*are_probed_by	are_bought_off_by
accompany	*compete_with	are_upstaged_by
answer_to	*bully, *harass	are_pushed_too_far_by
answer_to	lie_to, are_judged_by, are_underappreciated_by	are_disrespected_by
carry_for	*bully, *harass, are_underappreciated_by	are_pushed_too_far_by
carry_for	are_underappreciated_by	are_underpaid_by
champion	*compete_with, *resent	are_disrespected_by
champion	*compete_with, *resent	are_insulted_by
champion	*compete_with, *resent	are_mocked_by
elect	*fail_to_reward, *fail_to_deliver_for	are_disappointed_by
pamper	*bully, *harass, are_underpaid_by	are_underappreciated_by
please	*become_dependent_upon, *rely_on	are_underappreciated_by
speak_to	are_distrusted_by	are_deceived_by
work_under	fail_to_impress, *are_unimpressed_by	are_abused_by
work_under	*take_advantage_of	are_exploited_by
work_with	*bully, *harass	are_pushed_too_far_by
collude_with	*snitch_on	are_unimpressed_by
fight	*fail_to_impress	are_bored_by
fight	*fool, underestimate	are_deceived_by
fight	underestimate, condescend_to	are_tricked_by
fight	*surrender_to, *fear	are_unimpressed_by
govern	*stand_up_to, are_resisted_by	are_bored_by
harass	*seek_sympathy_from, *are_traumatized_by	are_unimpressed_by
oppress	*stand_up_to, are_resisted_by	are_bored_by
oppress	*kiss_up_to	are_unimpressed_by
rebel_against	*negotiate_with	are_bored_by
rebel_against	*negotiate_with	are_unimpressed_by
repress	underestimate, condescend_to	are_deceived_by
repress	underestimate, condescend_to	are_tricked_by
repress	*appeal_to	are_unimpressed_with
struggle_against	underestimate, condescend_to	are_tricked_by
struggle_against	underestimate, condescend_to	are_deceived_by
subdue	*stand_up_to	are_resisted_by
are_resisted_by	condescend_to	underestimate
pose_for	*are_unimpressed_by	are_lectured_by
pose_for	*are_unimpressed_by	are_mocked_by
work_for	fail_to_deliver_for, *are_failed_by	are_unimpressed_by
vote_against	*threaten, *intimidate, *spy_on	are_blackmailed_by
vote_against	*threaten, *intimidate, owe_to	are_bought_off_by
help	*take_advantage_of	are_exploited_by
summon	are_ignored_by	are_rebuffed_by
are_published_by	are_hindered_by	fail_to_deliver_for
negotiate_for	are_hindered_by, *bully, *harass, are_overworked_by	are_pushed_too_far_by
negotiate_for	are_underpaid_by	are_overworked_by
breastfeed	*are_scolded_by	are_bitten_by
imprison	*appeal_to	release
are_worshipped_by	take_advantage_of	disgust
